-225,37,Made Shot
-130,117,Missed Shot
2,69,Made Shot
37,275,Missed Shot
-226,13,Made Shot
175,211,Missed Shot
230,69,Made Shot
-179,179,Missed Shot
-8,10,Made Shot
-70,60,Made Shot
-158,206,Made Shot
-22,14,Missed Shot
3,299,Made Shot
116,252,Made Shot
170,89,Made Shot
19,298,Missed Shot
-232,36,Made Shot
89,206,Missed Shot
-231,23,Missed Shot
-231,7,Missed Shot
151,211,Made Shot
-128,230,Missed Shot
9,32,Missed Shot
95,152,Made Shot
-209,155,Missed Shot
-169,193,Missed Shot
165,192,Missed Shot
-116,40,Missed Shot
118,163,Made Shot
-193,159,Missed Shot
-14,5,Made Shot
236,18,Made Shot
-8,8,Missed Shot
216,118,Made Shot
-60,68,Made Shot
-104,231,Missed Shot
146,244,Missed Shot
-229,37,Made Shot
200,162,Missed Shot
-35,613,Missed Shot
-162,184,Made Shot
-4,24,Made Shot
224,19,Made Shot
33,193,Missed Shot
61,167,Made Shot
132,140,Missed Shot
137,210,Missed Shot
163,222,Missed Shot
230,42,Missed Shot
-105,229,Missed Shot
-5,3,Made Shot
-165,223,Missed Shot
-13,22,Missed Shot
-23,18,Made Shot
-231,36,Missed Shot
-228,122,Missed Shot
-155,264,Made Shot
-181,205,Missed Shot
-55,88,Made Shot
-194,167,Made Shot
122,150,Missed Shot
-16,8,Made Shot
141,248,Made Shot
95,261,Missed Shot
-4,30,Missed Shot
-2,36,Missed Shot
-194,174,Missed Shot
11,163,Missed Shot
25,19,Missed Shot
-228,57,Made Shot
-14,-6,Made Shot
234,98,Made Shot
-162,185,Made Shot
34,11,Made Shot
-150,204,Made Shot
28,27,Made Shot
46,99,Missed Shot
225,-8,Missed Shot
-203,167,Missed Shot
-231,5,Made Shot
-115,84,Made Shot
-93,128,Missed Shot
-32,23,Made Shot
24,4,Made Shot
0,31,Missed Shot
-183,179,Missed Shot
20,5,Made Shot
-210,155,Missed Shot
-210,164,Missed Shot
117,259,Missed Shot
-175,262,Missed Shot
-213,170,Made Shot
-136,254,Made Shot
-221,225,Missed Shot
125,147,Made Shot
-19,29,Missed Shot
172,62,Missed Shot
-157,225,Made Shot
233,67,Made Shot
-228,57,Missed Shot
177,223,Missed Shot
92,260,Missed Shot
-19,21,Missed Shot
-171,187,Missed Shot
-154,215,Missed Shot
0,9,Missed Shot
168,247,Made Shot
158,211,Made Shot
-231,74,Missed Shot
-11,260,Missed Shot
15,20,Made Shot
230,46,Missed Shot
4,10,Made Shot
-142,243,Missed Shot
185,195,Missed Shot
230,13,Made Shot
68,267,Missed Shot
-128,258,Made Shot
-133,142,Made Shot
81,267,Made Shot
20,24,Made Shot
17,288,Missed Shot
160,206,Missed Shot
-108,231,Made Shot
-92,103,Made Shot
-3,75,Missed Shot
-163,195,Missed Shot
175,195,Missed Shot
-232,14,Made Shot
-130,226,Made Shot
168,236,Missed Shot
13,25,Made Shot
-111,152,Missed Shot
-147,256,Missed Shot
-9,36,Made Shot
101,164,Made Shot
-197,191,Missed Shot
156,225,Missed Shot
5,16,Made Shot
-157,73,Missed Shot
-202,15,Missed Shot
-231,13,Missed Shot
7,99,Missed Shot
-21,32,Missed Shot
24,263,Made Shot
234,19,Made Shot
168,237,Missed Shot
187,194,Missed Shot
-100,46,Missed Shot
16,85,Made Shot
-152,10,Missed Shot
12,67,Made Shot
-184,14,Made Shot
198,173,Missed Shot
8,129,Made Shot
-143,215,Made Shot
-60,253,Made Shot
134,61,Missed Shot
197,362,Missed Shot
106,259,Missed Shot
92,45,Missed Shot
-136,293,Made Shot
71,269,Missed Shot
228,60,Missed Shot
3,176,Missed Shot
-145,283,Made Shot
-19,288,Missed Shot
183,199,Missed Shot
-11,38,Made Shot
207,147,Made Shot
201,190,Missed Shot
201,170,Made Shot
-72,291,Missed Shot
-99,174,Missed Shot
131,149,Missed Shot
65,115,Made Shot
126,225,Missed Shot
23,5,Missed Shot
50,210,Made Shot
38,131,Made Shot
-180,187,Made Shot
-226,75,Missed Shot
-155,74,Missed Shot
-171,216,Missed Shot
-188,169,Made Shot
26,254,Missed Shot
-71,74,Missed Shot
131,236,Missed Shot
-223,16,Missed Shot
24,164,Made Shot
-4,9,Missed Shot
12,251,Missed Shot
-30,15,Made Shot
-9,0,Made Shot
-3,5,Made Shot
-188,166,Made Shot
-87,130,Missed Shot
-161,199,Missed Shot
142,140,Made Shot
61,117,Made Shot
24,259,Made Shot
82,238,Made Shot
174,180,Missed Shot
4,-3,Made Shot
-230,31,Made Shot
-230,29,Made Shot
-1,275,Missed Shot
-225,62,Missed Shot
-47,291,Missed Shot
-57,265,Missed Shot
3,37,Made Shot
-219,143,Made Shot
9,21,Made Shot
190,180,Missed Shot
-24,20,Made Shot
-120,290,Made Shot
-2,158,Made Shot
-10,10,Made Shot
230,27,Made Shot
230,-1,Missed Shot
-145,147,Missed Shot
-190,204,Made Shot
-26,17,Made Shot
-154,213,Missed Shot
188,194,Missed Shot
11,58,Missed Shot
-4,73,Made Shot
209,171,Missed Shot
73,278,Missed Shot
0,714,Missed Shot
-6,11,Made Shot
-230,-7,Made Shot
100,73,Missed Shot
-165,67,Made Shot
178,178,Missed Shot
-177,178,Made Shot
188,169,Made Shot
-6,274,Made Shot
-137,138,Made Shot
-228,89,Missed Shot
-161,202,Made Shot
-198,76,Made Shot
-20,15,Missed Shot
-116,224,Made Shot
181,173,Made Shot
61,248,Missed Shot
149,198,Missed Shot
-97,222,Missed Shot
30,243,Made Shot
87,241,Missed Shot
234,43,Missed Shot
-57,264,Made Shot
84,247,Made Shot
3,40,Made Shot
90,204,Missed Shot
149,231,Made Shot
-223,114,Missed Shot
-19,5,Made Shot
103,236,Missed Shot
-226,-10,Missed Shot
-32,84,Missed Shot
-232,57,Made Shot
-230,99,Missed Shot
227,99,Missed Shot
128,222,Missed Shot
-5,17,Missed Shot
-9,275,Made Shot
174,191,Missed Shot
86,45,Made Shot
0,26,Missed Shot
166,217,Made Shot
3,22,Made Shot
193,94,Missed Shot
-192,195,Missed Shot
-4,73,Missed Shot
171,215,Missed Shot
103,260,Missed Shot
89,266,Missed Shot
-179,193,Missed Shot
-19,13,Made Shot
176,-2,Made Shot
-2,278,Missed Shot
-205,150,Missed Shot
-188,198,Made Shot
-172,190,Missed Shot
-8,16,Made Shot
23,17,Made Shot
160,206,Missed Shot
168,221,Made Shot
212,153,Made Shot
124,254,Made Shot
165,231,Missed Shot
-52,117,Made Shot
-8,300,Missed Shot
228,52,Made Shot
-3,4,Made Shot
95,239,Made Shot
-205,11,Missed Shot
0,-6,Missed Shot
221,30,Made Shot
14,5,Made Shot
-11,252,Missed Shot
-59,246,Made Shot
71,243,Made Shot
115,229,Missed Shot
76,204,Missed Shot
181,173,Missed Shot
23,19,Made Shot
20,252,Made Shot
-102,57,Missed Shot
-193,77,Made Shot
-191,207,Made Shot
42,251,Missed Shot
-188,167,Made Shot
192,168,Missed Shot
74,17,Made Shot
-14,12,Missed Shot
184,167,Made Shot
-152,205,Missed Shot
216,126,Made Shot
-8,257,Missed Shot
91,143,Missed Shot
-223,123,Made Shot
101,238,Missed Shot
40,122,Made Shot
38,272,Made Shot
-43,23,Missed Shot
-215,114,Made Shot
133,227,Missed Shot
228,-11,Made Shot
-78,261,Made Shot
221,11,Missed Shot
-199,135,Made Shot
-220,-13,Missed Shot
3,20,Missed Shot
-190,158,Missed Shot
-14,25,Missed Shot
-204,13,Made Shot
-170,191,Missed Shot
227,32,Made Shot
51,76,Missed Shot
199,139,Made Shot
117,147,Made Shot
-172,254,Made Shot
112,275,Made Shot
-127,269,Missed Shot
74,272,Made Shot
26,293,Missed Shot
-213,175,Missed Shot
-96,172,Missed Shot
147,253,Made Shot
-36,268,Missed Shot
190,199,Missed Shot
100,245,Made Shot
-27,95,Missed Shot
-13,16,Made Shot
-150,209,Made Shot
106,226,Made Shot
-150,211,Made Shot
110,253,Made Shot
17,277,Made Shot
67,303,Made Shot
107,246,Missed Shot
-163,216,Missed Shot
-20,25,Missed Shot
84,40,Made Shot
217,203,Missed Shot
149,197,Missed Shot
-128,216,Made Shot
14,11,Made Shot
-235,22,Made Shot
-150,211,Missed Shot
228,-9,Missed Shot
226,7,Missed Shot
-202,221,Made Shot
20,11,Made Shot
232,83,Missed Shot
-119,13,Missed Shot
20,15,Made Shot
-116,17,Made Shot
-172,190,Missed Shot
-20,14,Made Shot
36,303,Missed Shot
-6,13,Made Shot
-52,189,Made Shot
-111,260,Missed Shot
-174,214,Missed Shot
-163,239,Made Shot
120,228,Missed Shot
233,75,Missed Shot
14,12,Made Shot
163,196,Missed Shot
241,0,Missed Shot
40,385,Missed Shot
-232,0,Made Shot
-221,-5,Missed Shot
-158,192,Missed Shot
-118,146,Missed Shot
-141,232,Missed Shot
52,30,Made Shot
35,61,Missed Shot
-81,56,Made Shot
172,315,Missed Shot
-35,19,Made Shot
152,111,Made Shot
-167,210,Made Shot
-24,21,Made Shot
1,14,Made Shot
83,283,Missed Shot
-229,-2,Made Shot
11,4,Made Shot
-229,-14,Missed Shot
24,13,Made Shot
-2,25,Made Shot
8,12,Missed Shot
150,90,Made Shot
-126,290,Missed Shot
74,147,Made Shot
-2,26,Made Shot
74,58,Missed Shot
-130,262,Missed Shot
9,11,Missed Shot
-38,8,Missed Shot
191,178,Missed Shot
181,198,Missed Shot
148,227,Missed Shot
217,153,Made Shot
240,64,Made Shot
-211,135,Made Shot
187,192,Made Shot
-187,177,Made Shot
-16,11,Made Shot
166,204,Missed Shot
235,101,Missed Shot
189,185,Made Shot
43,26,Missed Shot
106,262,Missed Shot
0,5,Made Shot
226,132,Made Shot
-227,-25,Made Shot
-44,29,Made Shot
77,184,Made Shot
-177,209,Made Shot
18,16,Made Shot
-232,-23,Made Shot
163,169,Missed Shot
-125,234,Made Shot
-177,216,Made Shot
205,152,Missed Shot
239,7,Missed Shot
-1,31,Made Shot
4,17,Missed Shot
176,207,Made Shot
190,206,Made Shot
-156,149,Missed Shot
96,32,Made Shot
193,174,Made Shot
-168,267,Made Shot
-224,107,Made Shot
168,233,Missed Shot
222,113,Made Shot
95,645,Missed Shot
22,24,Missed Shot
144,227,Made Shot
-187,183,Missed Shot
2,22,Made Shot
-69,261,Made Shot
157,246,Missed Shot
14,263,Missed Shot
0,74,Missed Shot
-143,219,Missed Shot
-117,121,Made Shot
-225,0,Made Shot
34,274,Missed Shot
-13,16,Missed Shot
-107,239,Made Shot
-165,247,Missed Shot
-92,52,Missed Shot
223,59,Missed Shot
185,185,Missed Shot
-154,254,Missed Shot
62,254,Missed Shot
130,57,Missed Shot
176,207,Missed Shot
46,36,Missed Shot
-4,14,Made Shot
175,218,Made Shot
-196,180,Made Shot
-201,192,Missed Shot
-87,73,Made Shot
187,321,Missed Shot
5,13,Made Shot
120,145,Missed Shot
-186,125,Missed Shot
-18,77,Missed Shot
128,245,Missed Shot
-14,14,Made Shot
-152,210,Missed Shot
-226,4,Made Shot
-19,15,Made Shot
227,33,Made Shot
5,12,Made Shot
-3,18,Made Shot
194,202,Made Shot
-242,0,Missed Shot
-209,16,Missed Shot
152,221,Missed Shot
23,4,Missed Shot
3,3,Missed Shot
-211,146,Made Shot
-233,17,Missed Shot
-98,238,Missed Shot
160,206,Missed Shot
-223,155,Missed Shot
190,83,Made Shot
-223,120,Missed Shot
131,221,Made Shot
217,107,Made Shot
36,27,Made Shot
107,296,Missed Shot
-29,67,Made Shot
-114,158,Missed Shot
223,39,Missed Shot
41,186,Missed Shot
-172,243,Made Shot
-98,285,Missed Shot
9,185,Made Shot
-103,173,Made Shot
-126,291,Missed Shot
64,111,Made Shot
-12,274,Made Shot
-3,314,Made Shot
-167,208,Made Shot
155,242,Missed Shot
-3,122,Missed Shot
63,24,Made Shot
12,283,Made Shot
90,263,Missed Shot
-19,45,Missed Shot
-129,232,Missed Shot
-161,200,Missed Shot
9,201,Made Shot
145,224,Missed Shot
-19,21,Missed Shot
6,11,Made Shot
-169,221,Missed Shot
-211,148,Missed Shot
-223,103,Made Shot
-162,195,Made Shot
155,272,Missed Shot
46,268,Made Shot
151,236,Missed Shot
-179,211,Missed Shot
-6,165,Missed Shot
206,148,Made Shot
141,230,Made Shot
-16,21,Made Shot
-165,246,Missed Shot
137,163,Made Shot
105,321,Missed Shot
-108,237,Made Shot
110,227,Missed Shot
-11,151,Made Shot
119,250,Missed Shot
2,172,Made Shot
-16,20,Missed Shot
141,226,Missed Shot
13,6,Missed Shot
-200,137,Made Shot
-161,235,Missed Shot
-105,4,Made Shot
195,-1,Made Shot
26,21,Missed Shot
-221,90,Made Shot
78,252,Made Shot
-133,230,Made Shot
193,109,Missed Shot
-235,8,Missed Shot
225,28,Missed Shot
116,239,Missed Shot
57,258,Missed Shot
52,184,Missed Shot
-192,197,Made Shot
-5,70,Missed Shot
-12,36,Missed Shot
-234,37,Made Shot
9,13,Made Shot
-213,162,Missed Shot
-229,26,Missed Shot
194,209,Made Shot
204,178,Made Shot
-207,195,Made Shot
107,260,Missed Shot
-89,138,Made Shot
182,195,Made Shot
-230,22,Missed Shot
-168,199,Missed Shot
-21,40,Missed Shot
141,227,Made Shot
-178,193,Made Shot
-206,158,Missed Shot
8,50,Missed Shot
-40,253,Made Shot
147,216,Made Shot
8,35,Missed Shot
179,197,Made Shot
168,214,Missed Shot
93,28,Missed Shot
107,248,Missed Shot
220,130,Made Shot
10,25,Made Shot
5,26,Made Shot
107,233,Made Shot
0,20,Made Shot
122,146,Made Shot
-227,0,Missed Shot
-228,-6,Made Shot
-53,67,Missed Shot
-143,220,Missed Shot
-156,230,Missed Shot
51,67,Missed Shot
107,268,Missed Shot
-233,-22,Made Shot
235,1,Missed Shot
16,19,Missed Shot
-109,221,Missed Shot
55,273,Made Shot
6,47,Missed Shot
228,124,Missed Shot
57,274,Missed Shot
43,269,Made Shot
93,241,Missed Shot
19,22,Missed Shot
119,235,Made Shot
-8,15,Made Shot
-231,49,Missed Shot
-154,215,Missed Shot
-103,264,Missed Shot
-158,249,Missed Shot
-177,212,Made Shot
-182,278,Missed Shot
176,180,Missed Shot
-16,7,Made Shot
-234,15,Missed Shot
-20,11,Made Shot
108,230,Made Shot
-235,10,Missed Shot
-112,223,Missed Shot
-16,252,Missed Shot
13,21,Made Shot
1,126,Made Shot
153,197,Made Shot
145,242,Missed Shot
119,277,Missed Shot
46,289,Missed Shot
145,210,Made Shot
-16,15,Missed Shot
-141,206,Made Shot
-236,37,Missed Shot
-55,246,Missed Shot
3,14,Made Shot
16,18,Missed Shot
78,238,Missed Shot
-49,133,Made Shot
-38,254,Missed Shot
86,239,Made Shot
-19,259,Made Shot
124,227,Missed Shot
-14,23,Made Shot
20,10,Made Shot
113,243,Missed Shot
105,190,Missed Shot
19,8,Made Shot
10,254,Missed Shot
0,158,Missed Shot
85,172,Made Shot
-14,49,Missed Shot
123,216,Missed Shot
-20,16,Missed Shot
-113,94,Made Shot
187,187,Made Shot
131,266,Missed Shot
-18,14,Made Shot
7,17,Missed Shot
70,246,Missed Shot
180,203,Missed Shot
197,157,Made Shot
-203,273,Missed Shot
28,185,Missed Shot
-59,261,Missed Shot
-52,182,Missed Shot
149,215,Made Shot
43,146,Missed Shot
-136,219,Missed Shot
-172,28,Missed Shot
206,165,Made Shot
-1,65,Missed Shot
-116,243,Missed Shot
-230,17,Made Shot
79,257,Made Shot
109,243,Missed Shot
-123,227,Missed Shot
-14,25,Made Shot
-144,211,Missed Shot
40,60,Missed Shot
-22,26,Made Shot
-188,204,Missed Shot
212,135,Made Shot
158,218,Missed Shot
-154,116,Made Shot
114,246,Missed Shot
-227,19,Missed Shot
106,231,Missed Shot
46,297,Made Shot
-171,0,Made Shot
11,288,Missed Shot
-13,1,Made Shot
-194,167,Missed Shot
105,171,Made Shot
-179,193,Made Shot
-107,140,Made Shot
12,274,Made Shot
-196,172,Made Shot
-31,104,Missed Shot
60,264,Missed Shot
-207,141,Made Shot
145,229,Missed Shot
19,536,Missed Shot
6,17,Made Shot
5,22,Missed Shot
9,320,Missed Shot
-206,115,Made Shot
-237,69,Missed Shot
113,159,Made Shot
215,144,Missed Shot
-22,289,Made Shot
74,158,Missed Shot
49,183,Missed Shot
-20,44,Missed Shot
-159,212,Missed Shot
2,278,Made Shot
152,138,Made Shot
62,129,Missed Shot
217,169,Missed Shot
-46,295,Made Shot
-165,446,Missed Shot
226,140,Made Shot
181,188,Missed Shot
61,263,Missed Shot
-232,127,Missed Shot
-142,269,Missed Shot
179,193,Missed Shot
-116,179,Missed Shot
84,194,Missed Shot
-101,264,Made Shot
13,16,Missed Shot
33,56,Made Shot
231,104,Missed Shot
-195,183,Missed Shot
-63,261,Missed Shot
-5,82,Made Shot
-185,190,Missed Shot
49,257,Missed Shot
-190,193,Made Shot
139,243,Made Shot
228,114,Made Shot
132,229,Missed Shot
-162,225,Missed Shot
-203,216,Missed Shot
20,5,Made Shot
145,222,Made Shot
133,271,Made Shot
-124,256,Missed Shot
-9,74,Made Shot
27,13,Made Shot
-52,288,Missed Shot
103,155,Missed Shot
54,299,Missed Shot
-24,24,Missed Shot
3,8,Made Shot
-186,204,Made Shot
87,48,Made Shot
-6,147,Missed Shot
-229,4,Missed Shot
-158,212,Missed Shot
-54,41,Missed Shot
25,188,Missed Shot
49,262,Missed Shot
128,141,Missed Shot
-231,57,Made Shot
0,-6,Missed Shot
-6,27,Made Shot
5,-3,Made Shot
-3,38,Missed Shot
204,-8,Made Shot
-168,195,Made Shot
154,230,Missed Shot
-12,8,Missed Shot
-208,-15,Missed Shot
-120,231,Missed Shot
-112,226,Made Shot
-13,15,Made Shot
-220,6,Missed Shot
-192,17,Missed Shot
239,1,Made Shot
-2,0,Missed Shot
119,215,Missed Shot
112,234,Missed Shot
232,40,Made Shot
-114,221,Missed Shot
9,13,Made Shot
231,22,Missed Shot
-185,167,Missed Shot
-133,8,Missed Shot
0,16,Missed Shot
-117,230,Missed Shot
224,-1,Missed Shot
13,19,Missed Shot
-149,201,Missed Shot
-2,17,Made Shot
29,603,Made Shot
-97,209,Made Shot
-58,251,Missed Shot
234,-1,Missed Shot
99,227,Made Shot
125,222,Missed Shot
152,195,Missed Shot
3,274,Missed Shot
-115,246,Made Shot
-5,27,Made Shot
-230,85,Made Shot
-76,258,Made Shot
162,561,Missed Shot
-109,241,Missed Shot
-3,12,Missed Shot
-242,83,Made Shot
2,262,Missed Shot
-6,1,Missed Shot
-208,15,Missed Shot
-114,217,Made Shot
-36,247,Missed Shot
-232,39,Made Shot
-74,47,Missed Shot
-207,139,Missed Shot
233,63,Missed Shot
6,16,Made Shot
-160,197,Made Shot
-155,239,Missed Shot
134,214,Missed Shot
30,247,Made Shot
0,13,Made Shot
158,19,Made Shot
-171,182,Made Shot
125,221,Made Shot
-84,274,Missed Shot
-3,9,Made Shot
235,56,Made Shot
207,145,Made Shot
201,162,Missed Shot
196,199,Made Shot
-139,233,Missed Shot
-127,272,Missed Shot
-147,457,Missed Shot
8,13,Missed Shot
185,235,Made Shot
-228,115,Made Shot
180,6,Missed Shot
-116,131,Missed Shot
-231,-13,Missed Shot
186,279,Missed Shot
176,199,Missed Shot
232,19,Made Shot
-185,179,Made Shot
234,29,Made Shot
129,150,Made Shot
141,211,Made Shot
-174,221,Missed Shot
-39,279,Made Shot
212,129,Missed Shot
100,64,Missed Shot
-37,83,Missed Shot
-226,110,Missed Shot
126,157,Made Shot
-179,0,Missed Shot
-56,151,Made Shot
143,277,Missed Shot
-188,200,Made Shot
-4,67,Missed Shot
-184,216,Made Shot
66,274,Missed Shot
174,50,Missed Shot
6,87,Made Shot
-175,202,Made Shot
218,125,Made Shot
27,11,Missed Shot
-112,233,Made Shot
-170,221,Missed Shot
90,13,Missed Shot
147,209,Missed Shot
-226,81,Made Shot
-11,0,Missed Shot
-40,158,Missed Shot
-6,263,Made Shot
-231,-16,Made Shot
-5,11,Made Shot
50,84,Missed Shot
-14,4,Missed Shot
144,272,Missed Shot
84,106,Missed Shot
-36,252,Missed Shot
237,36,Missed Shot
121,241,Missed Shot
-136,225,Missed Shot
220,2,Made Shot
225,4,Made Shot
-5,22,Missed Shot
-14,118,Missed Shot
-192,215,Made Shot
221,26,Made Shot
-51,263,Missed Shot
-110,244,Made Shot
-1,7,Made Shot
225,6,Made Shot
-136,251,Missed Shot
46,247,Missed Shot
114,225,Missed Shot
-196,136,Missed Shot
123,141,Missed Shot
3,15,Made Shot
5,155,Missed Shot
96,240,Made Shot
-3,245,Made Shot
149,226,Missed Shot
7,260,Made Shot
11,248,Made Shot
-67,264,Missed Shot
-237,24,Made Shot
-5,25,Missed Shot
-174,243,Missed Shot
19,26,Made Shot
59,202,Made Shot
129,235,Made Shot
-9,74,Missed Shot
-218,169,Missed Shot
3,49,Made Shot
227,49,Made Shot
139,161,Missed Shot
