-168,217,Missed Shot
-171,208,Made Shot
159,234,Made Shot
-225,13,Made Shot
144,228,Made Shot
124,159,Made Shot
158,220,Missed Shot
-152,217,Missed Shot
199,168,Made Shot
161,242,Missed Shot
150,221,Missed Shot
-198,172,Missed Shot
-207,161,Made Shot
24,271,Made Shot
-111,253,Made Shot
-197,8,Missed Shot
-125,272,Missed Shot
-139,267,Missed Shot
-185,195,Missed Shot
136,225,Made Shot
0,48,Made Shot
19,37,Missed Shot
-97,231,Missed Shot
-41,21,Made Shot
-3,15,Missed Shot
147,224,Missed Shot
232,35,Missed Shot
-135,241,Missed Shot
236,10,Missed Shot
-20,1,Missed Shot
1,14,Made Shot
-167,230,Made Shot
224,129,Made Shot
122,146,Missed Shot
-209,148,Made Shot
221,120,Made Shot
109,261,Missed Shot
-8,11,Made Shot
117,127,Missed Shot
17,285,Made Shot
117,227,Made Shot
-101,193,Missed Shot
16,20,Made Shot
194,199,Made Shot
163,27,Missed Shot
-228,22,Made Shot
-3,268,Missed Shot
-175,221,Made Shot
100,243,Missed Shot
-130,141,Missed Shot
16,23,Made Shot
6,27,Made Shot
-148,216,Made Shot
-182,191,Missed Shot
4,34,Made Shot
-128,238,Missed Shot
-23,8,Made Shot
11,115,Made Shot
204,172,Made Shot
-228,27,Missed Shot
59,195,Made Shot
33,78,Made Shot
-2,37,Missed Shot
-129,231,Missed Shot
-130,-4,Missed Shot
229,21,Missed Shot
-139,216,Missed Shot
6,13,Made Shot
175,219,Missed Shot
-201,224,Made Shot
-180,-15,Missed Shot
73,255,Made Shot
132,199,Missed Shot
-129,-15,Made Shot
